file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\FinalProject1\java_design_patterns-master\prototype\src\main\java\me\zbl\prototype\Prototype.java,Prototype,class,3,7,4,3,1,1,3,0,0,0.0,NaN,NaN,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1025,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\flyweight\src\main\java\me\zbl\flyweight\Musket.java,Musket,class,4,6,2,4,1,1,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,6,0,0,0,0,0,1,0,1,0,1,0,0,0,0,10,1,1
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\flyweight\src\main\java\me\zbl\flyweight\Shooting.java,Shooting,interface,0,5,5,0,1,1,4,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
C:\FinalProject1\java_design_patterns-master\mediator\src\main\java\me\zbl\mediator\PartyMember.java,PartyMember,interface,0,1,1,0,3,1,1,0,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
C:\FinalProject1\java_design_patterns-master\composite\src\main\java\me\zbl\composite\Writer.java,me.zbl.composite.Writer,class,6,8,2,6,2,1,0,3,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,22,2,0,0,0,0,0,0,2,0,2,0,0,0,0,10,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\singleton\src\test\java\me\zbl\singleton\EnumDirectorTest.java,me.zbl.singleton.EnumDirectorTest,class,2,2,0,2,1,2,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0
C:\FinalProject1\java_design_patterns-master\singleton\src\main\java\me\zbl\singleton\ThreadSafeLazyLoadDirector.java,ThreadSafeLazyLoadDirector,class,2,4,2,2,4,1,0,0,0,0.0,NaN,NaN,2,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,14,1,0,2,0,0,1,0,1,0,1,1,0,0,0,18,17,0
C:\FinalProject1\java_design_patterns-master\prototype\src\main\java\me\zbl\prototype\Driver.java,Driver,class,3,12,8,4,1,1,2,0,0,0.0,NaN,NaN,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1025,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\bridge\src\main\java\me\zbl\bridge\War.java,War,interface,1,4,3,1,4,1,2,0,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\prototype\src\main\java\me\zbl\prototype\Passenger.java,me.zbl.prototype.Passenger,class,2,9,7,2,1,2,2,0,0,0.0,NaN,NaN,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1025,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\proxy\src\main\java\me\zbl\proxy\Application.java,me.zbl.proxy.Application,class,3,3,0,3,1,1,0,1,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,12,0,1,0,1,0,0,0,0,8,1,0
C:\FinalProject1\java_design_patterns-master\observer\src\main\java\me\zbl\observer\Time.java,Time,class,5,7,2,5,6,1,0,8,0,0.4666667,0.0,0.0,5,0,5,0,0,0,5,0,0,0,3,1,0,3,0,0,1,0,0,26,0,1,0,0,1,1,1,5,2,4,1,0,0,0,18,1,1
C:\FinalProject1\java_design_patterns-master\factory-method\src\main\java\me\zbl\factory\method\ChineseFood.java,me.zbl.factory.method.ChineseFood,class,2,4,2,2,3,1,0,1,0,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,12,2,0,0,0,0,1,0,1,1,1,0,0,0,0,7,1,0
C:\FinalProject1\java_design_patterns-master\command\src\main\java\me\zbl\command\RegularScript.java,me.zbl.command.RegularScript,class,1,2,1,1,2,2,0,2,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,1,0
C:\FinalProject1\java_design_patterns-master\chain\src\main\java\me\zbl\chain\Request.java,me.zbl.chain.Request,class,2,9,7,2,7,1,0,2,15,0.7142857,0.14285715,0.1904762,7,0,6,0,1,0,7,0,0,0,3,0,0,3,0,0,2,0,0,28,4,0,0,0,0,0,0,3,0,3,0,0,1,0,25,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\prototype\src\main\java\me\zbl\prototype\EstateVehicle.java,me.zbl.prototype.EstateVehicle,class,2,5,3,2,2,3,0,0,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,9,1,0
C:\FinalProject1\java_design_patterns-master\memento\src\main\java\me\zbl\memento\Plant.java,Plant,interface,1,3,2,1,3,1,3,0,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
C:\FinalProject1\java_design_patterns-master\visitor\src\main\java\me\zbl\visitor\Engineer.java,Engineer,class,3,4,1,3,3,1,0,2,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,1,0
C:\FinalProject1\java_design_patterns-master\bridge\src\test\java\me\zbl\bridge\WarTest.java,me.zbl.bridge.WarTest,class,2,4,2,2,1,1,2,10,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,1,0,0,0,0,14,1025,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\facade\src\main\java\me\zbl\facade\CourseStudent.java,CourseStudent,class,3,4,1,3,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\template-method\src\main\java\me\zbl\template\method\LearningMethod.java,me.zbl.template.method.LearningMethod,class,2,6,4,2,4,1,2,5,6,0.75,0.0,0.0,4,0,1,0,3,0,4,3,0,0,1,1,0,1,0,0,1,0,0,12,0,0,0,0,0,1,0,2,0,2,0,0,0,0,14,1025,1
C:\FinalProject1\java_design_patterns-master\proxy\src\main\java\me\zbl\proxy\Room.java,Room,interface,0,2,2,0,1,1,2,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
C:\FinalProject1\java_design_patterns-master\decorator\src\main\java\me\zbl\decorator\CarpenterOperation.java,me.zbl.decorator.CarpenterOperation,class,3,7,4,3,3,1,0,2,0,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,1,0,1,0,0,1,0,0,12,0,0,0,0,0,3,0,1,0,1,0,0,0,0,13,1,3
C:\FinalProject1\java_design_patterns-master\abstract-factory\src\main\java\me\zbl\abstractFactory\YoungCaptain.java,me.zbl.abstractFactory.YoungCaptain,class,1,3,2,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,6,1,0,0,0,0,1,0,1,0,1,0,0,0,0,14,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\facade\src\test\java\me\zbl\facade\CourseFacadeTest.java,InMemoryAppender,innerclass,5,8,2,6,4,1,0,9,0,0.25,0.0,0.0,4,0,3,0,1,0,4,0,0,0,1,0,0,1,0,0,0,0,0,16,2,0,0,0,1,1,0,1,0,2,0,0,0,1,17,2,0
C:\FinalProject1\java_design_patterns-master\abstract-factory\src\main\java\me\zbl\abstractFactory\OldSailor.java,me.zbl.abstractFactory.OldSailor,class,1,2,1,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,6,1,0,0,0,0,1,0,1,0,1,0,0,0,0,14,1,0
C:\FinalProject1\java_design_patterns-master\flyweight\src\main\java\me\zbl\flyweight\GunType.java,me.zbl.flyweight.GunType,enum,0,1,1,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0
C:\FinalProject1\java_design_patterns-master\chain\src\main\java\me\zbl\chain\Captain.java,me.zbl.chain.Captain,class,2,3,1,2,4,2,0,4,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,1,0,0,1,0,0,0,0,1,0,0,0,11,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\chain\src\main\java\me\zbl\chain\Request.java,Request,class,3,4,1,3,7,1,0,2,15,0.7142857,0.0,0.0,7,0,6,0,1,0,7,0,0,0,3,0,0,3,0,0,2,0,0,28,4,0,0,0,0,0,0,3,0,3,0,0,1,0,25,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\interpreter\src\main\java\me\zbl\interpreter\NumberExpression.java,NumberExpression,class,3,4,1,3,4,1,0,1,0,0.25,0.0,0.0,4,0,4,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,15,2,0,0,0,0,1,0,2,0,1,0,0,0,0,6,1,0
C:\FinalProject1\java_design_patterns-master\bridge\src\main\java\me\zbl\bridge\TenderEnemy.java,me.zbl.bridge.TenderEnemy,class,3,5,2,3,3,1,0,2,0,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,1,0,1,0,0,1,0,0,12,0,0,0,0,0,3,0,1,0,1,0,0,0,0,13,1,3
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\flyweight\src\main\java\me\zbl\flyweight\Sniper.java,Sniper,class,4,6,2,4,1,1,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,6,0,0,0,0,0,1,0,1,0,1,0,0,0,0,10,1,1
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\abstract-factory\src\main\java\me\zbl\abstractFactory\NewShip.java,NewShip,class,2,4,2,2,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,6,1,0,0,0,0,1,0,1,0,1,0,0,0,0,14,1,0
C:\FinalProject1\java_design_patterns-master\state\src\main\java\me\zbl\state\ImpatientState.java,ImpatientState,class,5,7,2,5,3,1,0,2,0,0.16666667,0.0,0.0,3,0,3,0,0,0,3,0,0,0,2,1,0,2,0,0,1,0,0,13,0,0,0,0,0,2,0,2,0,2,0,0,0,0,14,1,2
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\bridge\src\main\java\me\zbl\bridge\MordernWar.java,MordernWar,class,5,8,3,5,5,1,0,5,0,0.2,0.0,0.0,5,0,5,0,0,0,5,0,0,0,2,1,0,2,0,0,2,0,0,22,1,0,0,0,0,3,0,2,0,2,0,0,0,0,14,1,3
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\factory-method\src\main\java\me\zbl\factory\method\ChineseCook.java,ChineseCook,class,4,6,2,4,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
C:\FinalProject1\java_design_patterns-master\builder\src\main\java\me\zbl\builder\Person.java,me.zbl.builder.Person,class,3,6,3,3,9,1,0,3,0,0.5,0.6,1.0,6,0,6,0,0,0,6,0,0,0,4,0,0,4,0,0,4,0,0,67,5,0,3,0,0,7,0,5,3,5,1,0,1,0,18,17,0
C:\FinalProject1\java_design_patterns-master\chain\src\main\java\me\zbl\chain\RequestHandler.java,me.zbl.chain.RequestHandler,class,3,8,5,3,5,1,3,3,4,0.625,0.16666667,0.16666667,4,0,3,0,1,0,4,1,0,0,2,1,0,2,0,0,1,0,0,16,0,0,1,0,0,1,0,2,0,2,1,0,0,0,17,1025,1
C:\FinalProject1\java_design_patterns-master\interpreter\src\main\java\me\zbl\interpreter\PlusExpression.java,me.zbl.interpreter.PlusExpression,class,1,2,1,1,3,2,0,1,1,0.33333334,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,14,2,0,0,0,0,1,0,2,1,2,0,0,0,0,9,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\chain\src\main\java\me\zbl\chain\Gunny.java,Gunny,class,3,4,1,3,4,1,0,4,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,1,0,0,1,0,0,0,0,1,0,0,0,11,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\command\src\main\java\me\zbl\command\Command.java,Command,class,2,6,4,2,4,1,2,0,6,0.0,0.0,0.0,4,0,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1025,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\interpreter\src\main\java\me\zbl\interpreter\MinusExpression.java,MinusExpression,class,3,4,1,3,3,1,0,1,1,0.33333334,0.0,0.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,14,2,0,0,0,0,1,0,2,1,2,0,0,0,0,9,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\prototype\src\main\java\me\zbl\prototype\Vehicle.java,me.zbl.prototype.Vehicle,class,2,9,7,2,1,2,2,0,0,0.0,NaN,NaN,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1025,0
C:\FinalProject1\java_design_patterns-master\mediator\src\main\java\me\zbl\mediator\PartyImpl.java,PartyImpl,class,4,5,1,4,5,1,0,4,0,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,17,0,1,0,0,0,0,0,1,0,1,2,0,0,0,11,1,0
C:\FinalProject1\java_design_patterns-master\strategy\src\main\java\me\zbl\strategy\TransportationVehicle.java,TransportationVehicle,class,4,6,2,4,1,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,6,0,0,0,0,0,1,0,1,0,1,0,0,0,0,10,1,1
C:\FinalProject1\java_design_patterns-master\abstract-factory\src\main\java\me\zbl\abstractFactory\Sailor.java,me.zbl.abstractFactory.Sailor,interface,1,8,7,1,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\chain\src\main\java\me\zbl\chain\Commander.java,Commander,class,4,5,1,4,3,1,0,2,1,0.33333334,0.0,0.0,3,0,2,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,1,0,0,0,0,12,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\iterator\src\main\java\ItemType.java,ItemType,enum,0,2,2,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\visitor\src\main\java\me\zbl\visitor\Application.java,me.zbl.visitor.Application,class,6,6,0,6,1,1,0,1,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,1,0
C:\FinalProject1\java_design_patterns-master\mediator\src\main\java\me\zbl\mediator\Businessman.java,Businessman,class,3,4,1,3,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0
C:\FinalProject1\java_design_patterns-master\facade\src\main\java\me\zbl\facade\CourseStudent.java,me.zbl.facade.CourseStudent,class,1,2,1,1,1,2,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0
C:\FinalProject1\java_design_patterns-master\factory-method\src\main\java\me\zbl\factory\method\FoodType.java,me.zbl.factory.method.FoodType,enum,0,7,7,0,2,1,0,0,0,0.0,1.0,1.0,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,8,1,0,0,0,0,2,0,1,0,1,0,0,0,0,13,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\iterator\src\main\java\Item.java,Item,class,3,7,4,3,4,1,0,0,0,0.375,0.0,0.0,4,0,4,0,0,0,4,0,1,0,2,0,0,2,0,0,0,0,0,17,2,0,0,0,0,0,0,3,0,2,0,0,0,0,8,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\mediator\src\main\java\me\zbl\mediator\Businessman.java,me.zbl.mediator.Businessman,class,1,2,1,1,1,2,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0
C:\FinalProject1\java_design_patterns-master\singleton\src\test\java\me\zbl\singleton\ThreadSafeLazyLoadDirectorTest.java,ThreadSafeLazyLoadDirectorTest,class,1,1,0,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\mediator\src\main\java\me\zbl\mediator\PartyImpl.java,me.zbl.mediator.PartyImpl,class,3,4,1,3,5,1,0,4,0,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,17,0,1,0,0,0,0,0,1,0,1,2,0,0,0,11,1,0
C:\FinalProject1\java_design_patterns-master\mediator\src\main\java\me\zbl\mediator\Oldman.java,Oldman,class,3,4,1,3,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0
C:\FinalProject1\java_design_patterns-master\builder\src\main\java\me\zbl\builder\Nationality.java,me.zbl.builder.Nationality,enum,0,2,2,0,2,1,0,0,0,0.0,1.0,1.0,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,8,1,0,0,0,0,5,0,1,0,1,0,0,0,0,16,1,0
C:\FinalProject1\java_design_patterns-master\proxy\src\main\java\me\zbl\proxy\DiningRoom.java,DiningRoom,class,4,6,2,4,1,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,6,0,0,0,0,0,1,0,1,0,1,0,0,0,0,11,1,1
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\template-method\src\main\java\me\zbl\template\method\Student.java,me.zbl.template.method.Student,class,1,2,1,1,3,1,0,1,0,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,1,0,0,0,0,8,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\memento\src\main\java\me\zbl\memento\Application.java,me.zbl.memento.Application,class,4,5,1,4,2,1,0,9,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,28,0,1,0,0,0,1,3,3,0,3,1,0,0,0,13,1,7
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\abstract-factory\src\main\java\me\zbl\abstractFactory\YoungTeamFactory.java,YoungTeamFactory,class,7,9,2,7,3,1,0,0,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0
C:\FinalProject1\java_design_patterns-master\singleton\src\main\java\me\zbl\singleton\Director.java,Director,class,1,3,2,1,2,1,0,0,1,0.5,NaN,NaN,2,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,8,1,0,0,0,0,0,0,1,0,1,0,0,0,0,10,17,0
C:\FinalProject1\java_design_patterns-master\strategy\src\main\java\me\zbl\strategy\BusinessMan.java,BusinessMan,class,1,2,1,1,3,1,0,1,0,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,1,0,0,0,0,7,1,0
C:\FinalProject1\java_design_patterns-master\builder\src\main\java\me\zbl\builder\SkinColor.java,me.zbl.builder.SkinColor,enum,0,2,2,0,2,1,0,0,0,0.0,1.0,1.0,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,8,1,0,0,0,0,3,0,1,0,1,0,0,0,0,18,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\chain\src\main\java\me\zbl\chain\Captain.java,Captain,class,3,12,8,4,4,1,2,4,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,1,0,0,1,0,0,0,0,1,0,0,0,11,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\command\src\main\java\me\zbl\command\AbstractFont.java,AbstractFont,class,6,10,4,6,6,1,1,4,11,0.72222227,0.0,0.0,6,0,6,0,0,0,6,1,0,0,3,1,0,3,0,0,1,0,0,21,2,0,0,0,0,1,0,3,0,3,0,0,0,0,18,1025,1
C:\FinalProject1\java_design_patterns-master\template-method\src\main\java\me\zbl\template\method\Student.java,Student,class,1,5,1,4,3,1,0,1,0,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,1,0,0,0,0,8,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\composite\src\main\java\me\zbl\composite\CharacterComposite.java,CharacterComposite,class,2,9,7,2,6,1,5,5,4,0.4,0.0,0.0,5,0,5,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,20,1,1,0,0,0,0,0,1,0,1,1,0,0,0,10,1025,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\composite\src\main\java\me\zbl\composite\EnglishWord.java,EnglishWord,class,3,4,1,3,3,1,0,2,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,1,0,0,0,0,1,0,0,0,9,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\observer\src\main\java\me\zbl\observer\TimePoint.java,me.zbl.observer.TimePoint,enum,0,4,4,0,2,1,0,0,0,0.0,1.0,1.0,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,8,1,0,0,0,0,4,0,1,0,1,0,0,0,0,17,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\chain\src\main\java\me\zbl\chain\RequestHandler.java,RequestHandler,class,4,9,5,4,5,1,3,3,4,0.625,0.0,0.0,4,0,3,0,1,0,4,1,0,0,2,1,0,2,0,0,1,0,0,16,0,0,1,0,0,1,0,2,0,2,1,0,0,0,17,1025,1
C:\FinalProject1\java_design_patterns-master\command\src\main\java\me\zbl\command\Typist.java,me.zbl.command.Typist,class,4,6,2,4,6,1,0,8,0,0.33333334,0.5,0.5,4,0,4,0,0,0,4,0,0,0,3,1,0,3,0,0,1,0,0,35,1,0,0,0,0,6,0,5,0,5,1,0,0,0,19,17,5
C:\FinalProject1\java_design_patterns-master\composite\src\main\java\me\zbl\composite\CharacterComposite.java,me.zbl.composite.CharacterComposite,class,1,10,9,1,6,1,5,5,4,0.4,0.3,0.3,5,0,5,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,20,1,1,0,0,0,0,0,1,0,1,1,0,0,0,10,1025,0
C:\FinalProject1\java_design_patterns-master\memento\src\main\java\me\zbl\memento\FlowerType.java,FlowerType,enum,2,5,3,2,2,1,0,0,0,0.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,8,1,0,0,0,0,5,0,1,0,1,0,0,0,0,18,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\prototype\src\main\java\me\zbl\prototype\OffRoadVehicle.java,me.zbl.prototype.OffRoadVehicle,class,2,5,3,2,2,3,0,0,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,10,1,0
C:\FinalProject1\java_design_patterns-master\prototype\src\main\java\me\zbl\prototype\TeamFactory.java,TeamFactory,interface,3,10,4,6,3,1,3,0,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\state\src\main\java\me\zbl\state\ImpatientState.java,me.zbl.state.ImpatientState,class,4,6,2,4,3,1,0,2,0,0.16666667,1.0,1.0,3,0,3,0,0,0,3,0,0,0,2,1,0,2,0,0,1,0,0,13,0,0,0,0,0,2,0,2,0,2,0,0,0,0,14,1,2
C:\FinalProject1\java_design_patterns-master\template-method\src\main\java\me\zbl\template\method\PositiveLearningMethod.java,PositiveLearningMethod,class,5,7,2,5,4,1,0,3,1,0.33333334,0.0,0.0,3,0,0,0,3,0,3,0,0,0,1,1,0,1,0,0,1,0,0,14,1,0,0,0,0,4,0,1,0,1,1,0,0,0,13,1,2
C:\FinalProject1\java_design_patterns-master\visitor\src\main\java\me\zbl\visitor\Application.java,Application,class,6,89,2,87,1,1,0,1,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,1,0
